Frame,Distance (m),Confidence
98,0.5326806526806528,0.7665966749191284
99,0.52997668997669,0.7681847016016642
100,0.5353846153846155,0.7739927967389425
101,0.52997668997669,0.761134684085846
102,0.5326806526806528,0.7616210579872131
103,0.5326806526806528,0.7585091590881348
104,0.5326806526806528,0.7674249807993571
105,0.5326806526806528,0.7424493233362833
106,0.5326806526806528,0.737028439839681
107,0.52997668997669,0.7362006902694702
108,0.52997668997669,0.7537248730659485
109,0.5326806526806528,0.7290506164232889
110,0.5326806526806528,0.7199427882830302
111,0.5326806526806528,0.7284716765085856
112,0.5326806526806528,0.7276361982027689
113,0.52997668997669,0.7425996462504069
114,0.5326806526806528,0.7259304523468018
115,0.5326806526806528,0.7269355058670044
116,0.52997668997669,0.7271561821301779
117,0.5326806526806528,0.7442174156506857
118,0.5326806526806528,0.7193335096041361
119,0.5326806526806528,0.7269614934921265
120,0.52997668997669,0.7157449523607889
121,0.52997668997669,0.7266408801078796
122,0.5353846153846155,0.7015851140022278
123,0.5326806526806528,0.7088352044423422
124,0.52997668997669,0.7140775124231974
125,0.5326806526806528,0.7070800463358561
126,0.5326806526806528,0.7115304668744405
127,0.52997668997669,0.7226904630661011
128,0.5326806526806528,0.7079214255015055
129,0.5353846153846155,0.7268256743748983
130,0.52997668997669,0.7000396450360616
131,0.5326806526806528,0.707531213760376
132,0.52997668997669,0.7041762272516886
133,0.52997668997669,0.7307434479395548
134,0.5326806526806528,0.704129715760549
135,0.52997668997669,0.7130756974220276
136,0.5326806526806528,0.7204103469848633
137,0.52997668997669,0.7101302941640218
138,0.5326806526806528,0.7329156398773193
139,0.5326806526806528,0.6883252859115601
140,0.5353846153846155,0.7174351811408997
141,0.5353846153846155,0.7174351811408997
142,0.5353846153846155,0.696715772151947
143,0.52997668997669,0.7018016576766968
144,0.52997668997669,0.7018016576766968
145,0.5326806526806528,0.6899221539497375
146,0.5326806526806528,0.7085309425989786
147,0.5326806526806528,0.7085309425989786
148,0.5326806526806528,0.691196858882904
149,0.5326806526806528,0.6999953389167786
150,0.5326806526806528,0.7184703946113586
151,0.5353846153846155,0.7037781278292338
152,0.5353846153846155,0.7134046753247579
153,0.5326806526806528,0.7289801637331644
154,0.5353846153846155,0.7052732706069946
155,0.5326806526806528,0.7141989270846049
156,0.5353846153846155,0.7266419927279154
157,0.52997668997669,0.720162014166514
158,0.5326806526806528,0.7233508229255676
159,0.5326806526806528,0.7098325490951538
160,0.5326806526806528,0.709282120068868
161,0.5326806526806528,0.7314807971318563
162,0.5326806526806528,0.7193853259086609
163,0.5353846153846155,0.7176339030265808
164,0.5326806526806528,0.732706884543101
165,0.5326806526806528,0.732706884543101
166,0.5326806526806528,0.7148253520329794
167,0.5326806526806528,0.6875779827435812
168,0.5326806526806528,0.6875779827435812
169,0.5353846153846155,0.7373774846394857
170,0.5326806526806528,0.7367476026217142
171,0.5326806526806528,0.7367476026217142
172,0.5353846153846155,0.7370382150014242
173,0.5353846153846155,0.7328404386838278
174,0.5353846153846155,0.7328404386838278
175,0.5353846153846155,0.752197782198588
176,0.5353846153846155,0.7589250802993774
177,0.5353846153846155,0.7560747265815735
178,0.5353846153846155,0.7581825256347656
179,0.5353846153846155,0.7632164359092712
180,0.5326806526806528,0.7637199560801188
181,0.5326806526806528,0.7485141158103943
182,0.5353846153846155,0.7523240447044373
183,0.5326806526806528,0.7491070628166199
184,0.5326806526806528,0.7489344875017802
185,0.5326806526806528,0.762836774190267
186,0.5326806526806528,0.7734062075614929
187,0.5326806526806528,0.7611940105756124
188,0.5326806526806528,0.7693866689999899
